Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Month,DayOfWeek,Quarter,IsWeekend,Profit_Margin,Revenue_Per_Unit,Retailer_enc,Region_enc,State_enc,City_enc,Product_enc,Target
Walmart,1197831,2020-10-22,South,Texas,Houston,Women's Street Footwear,50.0,825,41250,14438,Outlet,10,3,4,0,35.0,50.0,4,2,42,22,5,2
West Gear,1128299,2020-11-07,West,California,San Francisco,Men's Street Footwear,40.0,825,33000,11550,Outlet,11,5,4,1,35.0,40.0,5,4,4,46,2,2
West Gear,1128299,2021-01-07,West,California,San Francisco,Men's Athletic Footwear,65.0,825,53625,13406,Outlet,1,3,1,0,25.0,65.0,5,4,4,46,1,2
West Gear,1128299,2021-01-08,West,California,San Francisco,Women's Street Footwear,65.0,825,53625,21450,Outlet,1,4,1,0,40.0,65.0,5,4,4,46,5,2
West Gear,1128299,2021-01-14,West,California,San Francisco,Women's Street Footwear,65.0,825,53625,18769,Outlet,1,3,1,0,35.0,65.0,5,4,4,46,5,2
Kohl's,1189833,2021-05-19,West,California,Los Angeles,Men's Street Footwear,50.0,825,41250,16500,Outlet,5,2,2,0,40.0,50.0,2,4,4,28,2,2
Kohl's,1189833,2021-05-20,West,California,Los Angeles,Men's Athletic Footwear,55.0,825,45375,11344,Outlet,5,3,2,0,25.0,55.0,2,4,4,28,1,2
Sports Direct,1197831,2021-09-16,South,Texas,Dallas,Men's Street Footwear,45.0,825,37125,14850,Outlet,9,3,3,0,40.0,45.0,3,2,42,15,2,2
Sports Direct,1197831,2021-09-17,South,Texas,Dallas,Men's Athletic Footwear,50.0,825,41250,16500,Outlet,9,4,3,0,40.0,50.0,3,2,42,15,1,2
Sports Direct,1197831,2021-10-16,South,Texas,Dallas,Men's Street Footwear,60.0,825,49500,19800,Outlet,10,5,4,1,40.0,60.0,3,2,42,15,2,2
Sports Direct,1197831,2021-10-17,South,Texas,Dallas,Men's Athletic Footwear,60.0,825,49500,19800,Outlet,10,6,4,1,40.0,60.0,3,2,42,15,1,2
West Gear,1128299,2020-07-01,West,Washington,Seattle,Men's Street Footwear,80.0,825,66000,19800,In-store,7,2,3,0,30.0,80.0,5,4,46,47,2,0
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Apparel,65.0,825,53625,26813,In-store,4,4,2,0,50.0,65.0,5,3,8,31,3,0
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Athletic Footwear,55.0,825,45375,15881,In-store,4,4,2,0,35.0,55.0,5,3,8,31,1,0
West Gear,1185732,2020-09-13,Southeast,Florida,Miami,Women's Street Footwear,55.0,825,45375,11344,In-store,9,6,3,1,25.0,55.0,5,3,8,31,5,0
West Gear,1185732,2020-09-19,Southeast,Florida,Miami,Women's Street Footwear,55.0,825,45375,11344,In-store,9,5,3,1,25.0,55.0,5,3,8,31,5,0
Sports Direct,1185732,2020-09-28,Southeast,Florida,Miami,Women's Apparel,60.0,825,49500,24750,In-store,9,0,3,0,50.0,60.0,3,3,8,31,3,0
Sports Direct,1185732,2020-09-30,Southeast,Florida,Miami,Men's Athletic Footwear,50.0,825,41250,14438,In-store,9,2,3,0,35.0,50.0,3,3,8,31,1,0
Sports Direct,1185732,2020-10-04,Southeast,Florida,Miami,Women's Apparel,65.0,825,53625,26813,In-store,10,6,4,1,50.0,65.0,3,3,8,31,3,0
Sports Direct,1185732,2020-05-24,Southeast,Florida,Miami,Women's Street Footwear,55.0,825,45375,11344,In-store,5,6,2,1,25.0,55.0,3,3,8,31,5,0
Sports Direct,1197831,2021-04-15,South,Tennessee,Knoxville,Men's Street Footwear,40.0,825,33000,14850,Outlet,4,3,2,0,45.0,40.0,3,2,41,25,2,2
Sports Direct,1197831,2021-04-16,South,Tennessee,Knoxville,Men's Athletic Footwear,45.0,825,37125,16706,Outlet,4,4,2,0,45.0,45.0,3,2,41,25,1,2
Sports Direct,1197831,2021-04-20,South,Tennessee,Knoxville,Women's Apparel,55.0,825,45375,27225,Outlet,4,1,2,0,60.0,55.0,3,2,41,25,3,2
Sports Direct,1197831,2021-09-06,South,Alabama,Birmingham,Men's Street Footwear,45.0,825,37125,18563,Outlet,9,0,3,0,50.0,45.0,3,2,0,6,2,2
Sports Direct,1197831,2021-09-07,South,Alabama,Birmingham,Men's Athletic Footwear,50.0,825,41250,20625,Outlet,9,1,3,0,50.0,50.0,3,2,0,6,1,2
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Men's Street Footwear,65.0,825,53625,16088,Outlet,6,3,2,0,30.0,65.0,4,3,8,39,2,2
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Men's Athletic Footwear,85.0,825,70125,17531,In-store,8,1,3,0,25.0,85.0,4,3,8,39,1,0
West Gear,1185732,2021-04-09,Northeast,New York,Albany,Men's Street Footwear,45.0,825,37125,16706,In-store,4,4,2,0,45.0,45.0,5,1,31,0,2,0
Sports Direct,1185732,2021-06-17,Midwest,Michigan,Detroit,Men's Street Footwear,55.0,825,45375,22688,In-store,6,3,2,0,50.0,55.0,3,0,21,18,2,0
West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Men's Street Footwear,60.0,825,49500,19800,Online,6,3,2,0,40.0,60.0,5,2,17,34,2,1
West Gear,1128299,2021-08-17,South,Louisiana,New Orleans,Men's Athletic Footwear,85.0,825,70125,28050,Online,8,1,3,0,40.0,85.0,5,2,17,34,1,1
West Gear,1197831,2021-06-04,West,Idaho,Boise,Women's Apparel,60.0,825,49500,24750,Online,6,4,2,0,50.0,60.0,5,4,11,7,3,1
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Men's Athletic Footwear,40.0,825,33000,11550,Online,1,5,1,1,35.0,40.0,1,3,9,3,1,1
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Women's Street Footwear,30.0,825,24750,6188,Online,1,5,1,1,25.0,30.0,1,3,9,3,5,1
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Women's Apparel,40.0,825,33000,16500,Online,1,5,1,1,50.0,40.0,1,3,9,3,3,1
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Women's Street Footwear,55.0,825,45375,11344,Online,7,0,3,0,25.0,55.0,1,3,39,10,5,1
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Women's Street Footwear,55.0,825,45375,11344,Online,8,4,3,0,25.0,55.0,1,3,39,10,5,1
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,50.0,825,41250,14438,Online,9,6,3,1,35.0,50.0,1,3,39,10,1,1
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Women's Apparel,75.0,825,61875,30938,Online,11,5,4,1,50.0,75.0,1,3,39,10,3,1
Sports Direct,1185732,2021-12-05,Southeast,South Carolina,Charleston,Women's Street Footwear,60.0,825,49500,12375,Online,12,6,4,1,25.0,60.0,3,3,39,10,5,1
Sports Direct,1185732,2021-06-04,Southeast,North Carolina,Charlotte,Women's Apparel,70.0,825,57750,28875,Online,6,4,2,0,50.0,70.0,3,3,32,11,3,1
Sports Direct,1185732,2021-08-03,Southeast,North Carolina,Charlotte,Women's Apparel,60.0,825,49500,24750,Online,8,1,3,0,50.0,60.0,3,3,32,11,3,1
Sports Direct,1185732,2021-11-03,Southeast,North Carolina,Charlotte,Men's Street Footwear,45.0,825,37125,14850,Online,11,2,4,0,40.0,45.0,3,3,32,11,2,1
Amazon,1185732,2021-02-11,Southeast,North Carolina,Charlotte,Men's Street Footwear,35.0,825,28875,11550,Online,2,3,1,0,40.0,35.0,0,3,32,11,2,1
Amazon,1185732,2021-12-09,Midwest,Ohio,Columbus,Men's Street Footwear,75.0,825,61875,24750,Online,12,3,4,0,40.0,75.0,0,0,34,14,2,1
Walmart,1185732,2021-08-17,South,Mississippi,Jackson,Men's Street Footwear,60.0,825,49500,19800,Online,8,1,3,0,40.0,60.0,4,2,23,24,2,1
Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Men's Street Footwear,40.0,820,32800,16400,In-store,3,2,1,0,50.0,40.0,2,4,49,12,2,0
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Men's Street Footwear,50.0,820,41000,20500,In-store,5,0,2,0,50.0,50.0,2,4,49,12,2,0
Foot Locker,1185732,2020-01-28,Northeast,New York,New York,Women's Athletic Footwear,45.0,800,36000,12600,Outlet,1,1,1,0,35.0,45.0,1,1,31,35,4,2
Walmart,1197831,2020-08-11,South,Texas,Houston,Women's Apparel,40.0,800,32000,16000,Outlet,8,1,3,0,50.0,40.0,4,2,42,22,3,2
Walmart,1197831,2020-08-20,South,Texas,Houston,Women's Street Footwear,40.0,800,32000,11200,Outlet,8,3,3,0,35.0,40.0,4,2,42,22,5,2
Walmart,1197831,2020-09-11,South,Texas,Houston,Men's Street Footwear,45.0,800,36000,12600,Outlet,9,4,3,0,35.0,45.0,4,2,42,22,2,2
Walmart,1197831,2020-09-12,South,Texas,Houston,Men's Athletic Footwear,45.0,800,36000,12600,Outlet,9,5,3,1,35.0,45.0,4,2,42,22,1,2
West Gear,1128299,2021-01-20,West,California,San Francisco,Women's Street Footwear,65.0,800,52000,18200,Outlet,1,2,1,0,35.0,65.0,5,4,4,46,5,2
West Gear,1128299,2021-02-16,West,California,San Francisco,Women's Apparel,70.0,800,56000,5600,Outlet,2,1,1,0,10.0,70.0,5,4,4,46,3,2
Kohl's,1189833,2021-03-19,West,California,Los Angeles,Men's Street Footwear,35.0,800,28000,11200,Outlet,3,4,1,0,40.0,35.0,2,4,4,28,2,2
Kohl's,1189833,2021-04-07,West,California,Los Angeles,Men's Street Footwear,45.0,800,36000,14400,Outlet,4,2,2,0,40.0,45.0,2,4,4,28,2,2
Kohl's,1189833,2021-04-13,West,California,Los Angeles,Men's Street Footwear,45.0,800,36000,14400,Outlet,4,1,2,0,40.0,45.0,2,4,4,28,2,2
Kohl's,1189833,2021-04-24,West,California,Los Angeles,Women's Apparel,65.0,800,52000,10400,Outlet,4,5,2,1,20.0,65.0,2,4,4,28,3,2
Kohl's,1189833,2021-04-26,West,California,Los Angeles,Men's Athletic Footwear,50.0,800,40000,10000,Outlet,4,0,2,0,25.0,50.0,2,4,4,28,1,2
Kohl's,1189833,2021-05-13,West,California,Los Angeles,Men's Street Footwear,50.0,800,40000,16000,Outlet,5,3,2,0,40.0,50.0,2,4,4,28,2,2
Kohl's,1189833,2021-05-14,West,California,Los Angeles,Men's Athletic Footwear,55.0,800,44000,11000,Outlet,5,4,2,0,25.0,55.0,2,4,4,28,1,2
Sports Direct,1197831,2021-09-09,South,Texas,Dallas,Women's Apparel,45.0,800,36000,18000,Outlet,9,3,3,0,50.0,45.0,3,2,42,15,3,2
Sports Direct,1197831,2021-09-10,South,Texas,Dallas,Men's Street Footwear,45.0,800,36000,12600,Outlet,9,4,3,0,35.0,45.0,3,2,42,15,2,2
Sports Direct,1197831,2021-09-11,South,Texas,Dallas,Men's Athletic Footwear,50.0,800,40000,14000,Outlet,9,5,3,1,35.0,50.0,3,2,42,15,1,2
Sports Direct,1197831,2021-09-22,South,Texas,Dallas,Men's Street Footwear,50.0,800,40000,16000,Outlet,9,2,3,0,40.0,50.0,3,2,42,15,2,2
Sports Direct,1197831,2021-09-23,South,Texas,Dallas,Men's Athletic Footwear,55.0,800,44000,17600,Outlet,9,3,3,0,40.0,55.0,3,2,42,15,1,2
Foot Locker,1185732,2020-08-14,Southeast,Florida,Miami,Women's Street Footwear,35.0,800,28000,7000,In-store,8,4,3,0,25.0,35.0,1,3,8,31,5,0
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Apparel,45.0,800,36000,18000,In-store,4,4,2,0,50.0,45.0,5,3,8,31,3,0
West Gear,1185732,2020-09-07,Southeast,Florida,Miami,Women's Street Footwear,50.0,800,40000,10000,In-store,9,0,3,0,25.0,50.0,5,3,8,31,5,0
West Gear,1185732,2020-09-15,Southeast,Florida,Miami,Men's Apparel,65.0,800,52000,18200,In-store,9,1,3,0,35.0,65.0,5,3,8,31,0,0
Sports Direct,1185732,2020-10-06,Southeast,Florida,Miami,Men's Athletic Footwear,50.0,800,40000,14000,In-store,10,1,4,0,35.0,50.0,3,3,8,31,1,0
Sports Direct,1197831,2021-05-15,South,Tennessee,Knoxville,Men's Street Footwear,55.0,800,44000,19800,Outlet,5,5,2,1,45.0,55.0,3,2,41,25,2,2
Sports Direct,1197831,2021-05-16,South,Tennessee,Knoxville,Men's Athletic Footwear,55.0,800,44000,19800,Outlet,5,6,2,1,45.0,55.0,3,2,41,25,1,2
Sports Direct,1197831,2021-09-11,South,Alabama,Birmingham,Women's Apparel,60.0,800,48000,31200,Outlet,9,5,3,1,65.0,60.0,3,2,0,6,3,2
Foot Locker,1128299,2021-07-09,West,Hawaii,Honolulu,Men's Street Footwear,80.0,800,64000,16000,Outlet,7,4,3,0,25.0,80.0,1,4,10,21,2,2
Walmart,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Street Footwear,75.0,800,60000,18000,In-store,12,3,4,0,30.0,75.0,4,3,8,39,2,0
Walmart,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Athletic Footwear,85.0,800,68000,17000,In-store,12,3,4,0,25.0,85.0,4,3,8,39,1,0
West Gear,1185732,2021-10-10,Northeast,New York,Albany,Men's Street Footwear,60.0,800,48000,21600,In-store,10,6,4,1,45.0,60.0,5,1,31,0,2,0
Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Men's Street Footwear,40.0,800,32000,16000,In-store,1,3,1,0,50.0,40.0,2,1,31,0,2,0
Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Men's Street Footwear,40.0,800,32000,16000,In-store,4,6,2,1,50.0,40.0,2,4,49,12,2,0
Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Men's Street Footwear,50.0,800,40000,20000,In-store,9,4,3,0,50.0,50.0,2,4,49,12,2,0
Kohl's,1185732,2021-12-10,West,Wyoming,Cheyenne,Men's Street Footwear,55.0,800,44000,22000,In-store,12,4,4,0,50.0,55.0,2,4,49,12,2,0
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Street Footwear,90.0,800,72000,25200,In-store,8,1,3,0,35.0,90.0,1,3,45,44,2,0
Sports Direct,1185732,2021-02-17,Southeast,Virginia,Richmond,Men's Street Footwear,35.0,800,28000,14000,In-store,2,2,1,0,50.0,35.0,3,3,45,44,2,0
Sports Direct,1185732,2021-09-15,Midwest,Michigan,Detroit,Men's Street Footwear,45.0,800,36000,18000,In-store,9,2,3,0,50.0,45.0,3,0,21,18,2,0
West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Men's Street Footwear,35.0,800,28000,11200,In-store,7,5,3,1,40.0,35.0,5,4,43,45,2,0
West Gear,1128299,2021-08-24,West,Oregon,Portland,Men's Street Footwear,90.0,800,72000,25200,In-store,8,1,3,0,35.0,90.0,5,4,36,42,2,0
West Gear,1128299,2021-12-16,South,Louisiana,New Orleans,Men's Street Footwear,70.0,800,56000,22400,Online,12,3,4,0,40.0,70.0,5,2,17,34,2,1
West Gear,1128299,2021-12-16,South,Louisiana,New Orleans,Men's Athletic Footwear,80.0,800,64000,25600,Online,12,3,4,0,40.0,80.0,5,2,17,34,1,1
Foot Locker,1197831,2021-07-06,West,Idaho,Boise,Women's Apparel,65.0,800,52000,28600,Online,7,1,3,0,55.0,65.0,1,4,11,7,3,1
Foot Locker,1185732,2021-02-07,Southeast,South Carolina,Charleston,Women's Apparel,35.0,800,28000,14000,Online,2,6,1,1,50.0,35.0,1,3,39,10,3,1
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Women's Apparel,60.0,800,48000,24000,Online,5,2,2,0,50.0,60.0,1,3,39,10,3,1
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Men's Athletic Footwear,50.0,800,40000,14000,Online,6,0,2,0,35.0,50.0,1,3,39,10,1,1
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Men's Apparel,65.0,800,52000,18200,Online,7,0,3,0,35.0,65.0,1,3,39,10,0,1
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Women's Apparel,55.0,800,44000,22000,Online,9,6,3,1,50.0,55.0,1,3,39,10,3,1
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Men's Athletic Footwear,45.0,800,36000,12600,Online,10,3,4,0,35.0,45.0,1,3,39,10,1,1
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,60.0,800,48000,16800,Online,7,4,3,0,35.0,60.0,3,3,32,11,1,1
Sports Direct,1185732,2021-08-03,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,60.0,800,48000,16800,Online,8,1,3,0,35.0,60.0,3,3,32,11,1,1
Amazon,1185732,2021-06-11,Midwest,Ohio,Columbus,Men's Street Footwear,50.0,800,40000,16000,Online,6,4,2,0,40.0,50.0,0,0,34,14,2,1
Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Men's Street Footwear,50.0,795,39750,19875,In-store,5,5,2,1,50.0,50.0,3,0,21,18,2,0
Amazon,1185732,2021-05-09,Midwest,Ohio,Columbus,Men's Street Footwear,45.0,795,35775,14310,Online,5,6,2,1,40.0,45.0,0,0,34,14,2,1
Walmart,1197831,2020-08-14,South,Texas,Houston,Women's Street Footwear,35.0,775,27125,9494,Outlet,8,4,3,0,35.0,35.0,4,2,42,22,5,2
West Gear,1128299,2020-11-01,South,Texas,Houston,Men's Street Footwear,40.0,775,31000,10850,Outlet,11,6,4,1,35.0,40.0,5,2,42,22,2,2
West Gear,1128299,2020-11-02,South,Texas,Houston,Men's Athletic Footwear,50.0,775,38750,7750,Outlet,11,0,4,0,20.0,50.0,5,2,42,22,1,2
West Gear,1128299,2020-11-03,South,Texas,Houston,Women's Street Footwear,50.0,775,38750,13563,Outlet,11,1,4,0,35.0,50.0,5,2,42,22,5,2
West Gear,1128299,2020-11-06,West,California,San Francisco,Women's Apparel,50.0,775,38750,5813,Outlet,11,4,4,0,15.0,50.0,5,4,4,46,3,2
West Gear,1128299,2021-01-16,West,California,San Francisco,Men's Apparel,65.0,775,50375,25188,Outlet,1,5,1,1,50.0,65.0,5,4,4,46,0,2
West Gear,1128299,2021-01-17,West,California,San Francisco,Women's Apparel,80.0,775,62000,9300,Outlet,1,6,1,1,15.0,80.0,5,4,4,46,3,2
West Gear,1128299,2021-01-26,West,California,San Francisco,Women's Street Footwear,55.0,775,42625,12788,Outlet,1,1,1,0,30.0,55.0,5,4,4,46,5,2
West Gear,1128299,2021-01-29,West,California,San Francisco,Women's Apparel,70.0,775,54250,5425,Outlet,1,4,1,0,10.0,70.0,5,4,4,46,3,2
West Gear,1128299,2021-02-10,West,California,San Francisco,Women's Apparel,70.0,775,54250,5425,Outlet,2,2,1,0,10.0,70.0,5,4,4,46,3,2
West Gear,1128299,2021-02-13,West,California,San Francisco,Women's Street Footwear,55.0,775,42625,12788,Outlet,2,5,1,1,30.0,55.0,5,4,4,46,5,2
West Gear,1128299,2021-02-14,West,California,San Francisco,Women's Athletic Footwear,55.0,775,42625,10656,Outlet,2,6,1,1,25.0,55.0,5,4,4,46,4,2
Sports Direct,1197831,2021-09-05,South,Texas,Dallas,Men's Athletic Footwear,30.0,775,23250,8138,Outlet,9,6,3,1,35.0,30.0,3,2,42,15,1,2
Sports Direct,1197831,2021-09-27,South,Texas,Dallas,Women's Apparel,60.0,775,46500,25575,Outlet,9,0,3,0,55.0,60.0,3,2,42,15,3,2
Sports Direct,1197831,2021-10-21,South,Texas,Dallas,Women's Apparel,70.0,775,54250,29838,Outlet,10,3,4,0,55.0,70.0,3,2,42,15,3,2
West Gear,1128299,2020-04-20,West,Colorado,Denver,Men's Street Footwear,65.0,775,50375,22669,In-store,4,0,2,0,45.0,65.0,5,4,5,16,2,0
West Gear,1128299,2020-07-07,West,Washington,Seattle,Men's Street Footwear,85.0,775,65875,19763,In-store,7,1,3,0,30.0,85.0,5,4,46,47,2,0
Foot Locker,1185732,2020-08-20,Southeast,Florida,Miami,Women's Street Footwear,35.0,775,27125,6781,In-store,8,3,3,0,25.0,35.0,1,3,8,31,5,0
Foot Locker,1185732,2020-08-23,Southeast,Florida,Miami,Women's Apparel,45.0,775,34875,17438,In-store,8,6,3,1,50.0,45.0,1,3,8,31,3,0
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Athletic Footwear,55.0,775,42625,14919,In-store,4,4,2,0,35.0,55.0,5,3,8,31,1,0
West Gear,1185732,2020-09-08,Southeast,Florida,Miami,Women's Athletic Footwear,50.0,775,38750,11625,In-store,9,1,3,0,30.0,50.0,5,3,8,31,4,0
West Gear,1185732,2020-09-09,Southeast,Florida,Miami,Men's Apparel,65.0,775,50375,17631,In-store,9,2,3,0,35.0,65.0,5,3,8,31,0,0
West Gear,1185732,2020-09-14,Southeast,Florida,Miami,Women's Athletic Footwear,55.0,775,42625,12788,In-store,9,0,3,0,30.0,55.0,5,3,8,31,4,0
Foot Locker,1185732,2020-09-20,Southeast,Florida,Miami,Women's Athletic Footwear,45.0,775,34875,10463,In-store,9,6,3,1,30.0,45.0,1,3,8,31,4,0
Sports Direct,1185732,2020-10-08,Southeast,Florida,Miami,Women's Athletic Footwear,50.0,775,38750,11625,In-store,10,3,4,0,30.0,50.0,3,3,8,31,4,0
Sports Direct,1185732,2020-05-24,Southeast,Florida,Miami,Women's Athletic Footwear,55.0,775,42625,12788,In-store,5,6,2,1,30.0,55.0,3,3,8,31,4,0
Foot Locker,1185732,2020-05-24,Southeast,Florida,Miami,Men's Apparel,65.0,775,50375,17631,In-store,5,6,2,1,35.0,65.0,1,3,8,31,0,0
Sports Direct,1197831,2021-04-08,South,Tennessee,Knoxville,Women's Apparel,40.0,775,31000,17050,Outlet,4,3,2,0,55.0,40.0,3,2,41,25,3,2
Sports Direct,1197831,2021-04-09,South,Tennessee,Knoxville,Men's Street Footwear,40.0,775,31000,12400,Outlet,4,4,2,0,40.0,40.0,3,2,41,25,2,2
Sports Direct,1197831,2021-04-10,South,Tennessee,Knoxville,Men's Athletic Footwear,45.0,775,34875,13950,Outlet,4,5,2,1,40.0,45.0,3,2,41,25,1,2
Sports Direct,1197831,2021-04-21,South,Tennessee,Knoxville,Men's Street Footwear,45.0,775,34875,15694,Outlet,4,2,2,0,45.0,45.0,3,2,41,25,2,2
Sports Direct,1197831,2021-04-22,South,Tennessee,Knoxville,Men's Athletic Footwear,55.0,775,42625,19181,Outlet,4,3,2,0,45.0,55.0,3,2,41,25,1,2
Sports Direct,1197831,2021-10-06,South,Alabama,Birmingham,Men's Street Footwear,60.0,775,46500,23250,Outlet,10,2,4,0,50.0,60.0,3,2,0,6,2,2
Sports Direct,1197831,2021-10-07,South,Alabama,Birmingham,Men's Athletic Footwear,60.0,775,46500,23250,Outlet,10,3,4,0,50.0,60.0,3,2,0,6,1,2
West Gear,1185732,2021-07-08,Northeast,New York,Albany,Women's Apparel,70.0,775,54250,27125,In-store,7,3,3,0,50.0,70.0,5,1,31,0,3,0
West Gear,1185732,2021-11-09,Northeast,New York,Albany,Men's Street Footwear,60.0,775,46500,20925,In-store,11,1,4,0,45.0,60.0,5,1,31,0,2,0
Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Men's Street Footwear,55.0,775,42625,21313,In-store,10,1,4,0,50.0,55.0,2,4,49,12,2,0
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Men's Street Footwear,55.0,775,42625,14919,In-store,6,3,2,0,35.0,55.0,1,3,45,44,2,0
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,80.0,775,62000,21700,In-store,8,1,3,0,35.0,80.0,1,3,45,44,1,0
West Gear,1128299,2021-06-24,West,Oregon,Portland,Men's Street Footwear,55.0,775,42625,14919,In-store,6,3,2,0,35.0,55.0,5,4,36,42,2,0
West Gear,1128299,2021-08-24,West,Oregon,Portland,Men's Athletic Footwear,80.0,775,62000,21700,In-store,8,1,3,0,35.0,80.0,5,4,36,42,1,0
West Gear,1197831,2021-07-06,West,Idaho,Boise,Men's Street Footwear,50.0,775,38750,15500,Online,7,1,3,0,40.0,50.0,5,4,11,7,2,1
West Gear,1197831,2021-07-06,West,Idaho,Boise,Men's Athletic Footwear,55.0,775,42625,17050,Online,7,1,3,0,40.0,55.0,5,4,11,7,1,1
Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Men's Street Footwear,55.0,775,42625,17050,Online,12,5,4,1,40.0,55.0,1,4,11,7,2,1
Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Men's Athletic Footwear,55.0,775,42625,17050,Online,12,5,4,1,40.0,55.0,1,4,11,7,1,1
Foot Locker,1185732,2021-02-07,Southeast,Georgia,Atlanta,Women's Street Footwear,30.0,775,23250,5813,Online,2,6,1,1,25.0,30.0,1,3,9,3,5,1
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Women's Apparel,40.0,775,31000,15500,Online,4,1,2,0,50.0,40.0,1,3,39,10,3,1
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Women's Street Footwear,50.0,775,38750,9688,Online,6,0,2,0,25.0,50.0,1,3,39,10,5,1
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,55.0,775,42625,12788,Online,7,0,3,0,30.0,55.0,1,3,39,10,4,1
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Women's Athletic Footwear,45.0,775,34875,10463,Online,8,4,3,0,30.0,45.0,1,3,39,10,4,1
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Women's Apparel,60.0,775,46500,23250,Online,10,3,4,0,50.0,60.0,1,3,39,10,3,1
Sports Direct,1185732,2021-12-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,60.0,775,46500,13950,Online,12,6,4,1,30.0,60.0,3,3,39,10,4,1
Sports Direct,1185732,2021-12-05,Southeast,South Carolina,Charleston,Men's Apparel,70.0,775,54250,18988,Online,12,6,4,1,35.0,70.0,3,3,39,10,0,1
Sports Direct,1185732,2021-12-02,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,60.0,775,46500,16275,Online,12,3,4,0,35.0,60.0,3,3,32,11,1,1
Amazon,1185732,2021-12-02,Southeast,North Carolina,Charlotte,Women's Apparel,75.0,775,58125,29063,Online,12,3,4,0,50.0,75.0,0,3,32,11,3,1
Amazon,1185732,2021-01-13,Southeast,North Carolina,Charlotte,Men's Street Footwear,35.0,775,27125,10850,Online,1,2,1,0,40.0,35.0,0,3,32,11,2,1
Amazon,1185732,2021-09-09,Midwest,Ohio,Columbus,Men's Street Footwear,55.0,775,42625,17050,Online,9,3,3,0,40.0,55.0,0,0,34,14,2,1
Foot Locker,1185732,2021-02-18,Southeast,Kentucky,Louisville,Men's Street Footwear,30.0,775,23250,9300,Online,2,3,1,0,40.0,30.0,1,3,16,29,2,1
Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Men's Street Footwear,70.0,775,54250,21700,Online,12,3,4,0,40.0,70.0,3,2,23,24,2,1
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Men's Street Footwear,55.0,775,42625,17050,Online,7,0,3,0,40.0,55.0,4,2,3,27,2,1
